date of birth;age;sex;account;id;issued;active;payroll;segment
25.03.1968;48;Female;ABB individuals;01-0102-F-5329594;0;0;0;Workers
31.08.1971;45;Female;ABB individuals;01-0102-F-5329252;0;0;0;Workers
14.10.1967;49;Male;ABB individuals;01-0102-F-5327488;1;0;0;Workers
13.11.1970;46;Female;ABB individuals;01-0102-F-5329936;0;0;0;Workers
20.08.1934;82;Female;ABB individuals;01-0165-F-5327928;0;0;0;Retired
21.04.1976;40;Female;ABB individuals;01-0102-F-5328381;0;0;1;Workers
10.06.1985;31;Female;ABB individuals;01-0165-F-5327972;0;0;0;Workers
08.12.1985;31;Male;ABB individuals;01-0102-F-5330182;0;0;0;Workers
20.12.1991;25;Female;ABB individuals;01-0102-F-5328658;0;0;0;Workers
25.11.1992;24;Female;ABB individuals;01-0102-F-5330227;0;0;0;Students
27.04.1937;79;Female;ABB individuals;01-0102-F-5333762;0;0;0;Retired
20.03.1991;25;Female;ABB individuals;01-0102-F-5333814;1;0;0;Workers
22.10.1978;38;Female;ABB individuals;01-0165-F-5334364;1;0;0;Workers
30.09.1936;80;Female;ABB individuals;01-0165-F-5334540;0;0;0;Retired
19.07.1974;42;Male;ABB individuals;01-0102-F-5334541;0;0;0;Workers
01.03.1939;78;Female;ABB individuals;01-0102-F-5333864;0;0;0;Retired
20.05.1973;43;Male;ABB individuals;01-0102-F-5333886;0;0;0;Workers
20.03.1946;70;Male;ABB individuals;01-0102-F-5334446;0;0;0;Retired
24.08.1982;34;Female;ABB individuals;01-0102-F-5334643;0;0;0;Workers
01.04.1937;79;Female;ABB individuals;01-0102-F-5334750;1;0;0;Retired
01.04.1933;83;Female;ABB individuals;01-0102-F-5333921;0;0;0;Retired
28.01.1943;74;Female;ABB individuals;01-0165-F-5337418;0;0;0;Retired
26.04.1982;34;Male;ABB individuals;01-0102-F-5337427;0;0;0;Workers
31.12.1981;35;Female;ABB individuals;01-0102-F-5336415;0;0;0;Workers
27.08.1972;44;Male;ABB individuals;01-0165-F-5330029;0;0;0;Workers
06.01.1966;51;Male;ABB individuals;01-0165-F-5336554;0;0;0;Workers
12.08.1946;70;Male;ABB individuals;01-0102-F-5336623;0;0;0;Retired
31.01.1960;57;Male;ABB individuals;01-0102-F-5336641;1;0;0;Workers
18.12.1978;38;Female;ABB individuals;01-0102-F-5336655;0;0;0;Workers
22.02.1939;78;Female;ABB individuals;01-0102-F-5336667;0;0;0;Retired
27.08.1995;21;Female;ABB individuals;01-0102-F-5337299;0;0;0;Students
07.05.1994;22;Female;ABB individuals;01-0102-F-5343839;0;0;0;Students
12.01.1978;39;Female;ABB individuals;01-0165-F-5343871;0;0;0;Workers
11.07.1993;23;Female;ABB individuals;01-0102-F-5343887;0;0;0;Students
21.02.1942;75;Female;ABB individuals;01-0102-F-5343931;0;0;0;Retired
21.07.1965;51;Male;ABB individuals;01-0165-F-5343463;0;0;0;Workers
18.08.1985;31;Male;ABB individuals;01-0102-F-5343481;0;0;0;Workers
23.01.1972;45;Female;ABB individuals;01-0165-F-5343572;0;0;0;Workers
14.03.1996;20;Male;ABB individuals;01-0165-F-5343606;0;0;0;Students
13.08.1970;46;Male;ABB individuals;01-0102-F-5343634;0;0;0;Workers
08.03.1962;54;Female;ABB individuals;01-0102-F-5343669;0;0;0;Workers
08.02.1984;33;Male;ABB individuals;01-0102-F-5344249;0;0;0;Workers
08.08.1982;34;Female;ABB individuals;01-0102-F-5343828;0;0;0;Workers
21.02.1997;20;Male;ABB individuals;01-0165-F-5342306;0;0;0;Students
27.10.1938;78;Female;ABB individuals;01-0165-F-5341772;0;0;0;Retired
04.08.1994;22;Female;ABB individuals;01-0165-F-5342350;0;0;0;Students
12.03.1969;47;Male;ABB individuals;01-0102-F-5342372;1;0;0;Workers
18.07.1942;74;Female;ABB individuals;01-0102-F-5341873;0;0;0;Retired
22.10.1972;44;Female;ABB individuals;01-0102-F-5342439;0;0;0;Workers
10.06.1981;35;Male;ABB individuals;01-0102-F-5341935;0;0;0;Workers
12.07.1968;48;Female;ABB individuals;01-0102-F-5341936;0;0;0;Workers
19.07.1944;72;Female;ABB individuals;01-0102-F-5341996;0;0;0;Retired
14.03.1983;33;Male;ABB individuals;01-0102-F-5341372;1;0;0;Workers
01.01.1990;27;Female;ABB individuals;01-0102-F-5341406;0;0;0;Workers
22.06.1991;25;Female;ABB individuals;01-0102-F-5342022;0;0;0;Workers
18.03.1978;38;Male;ABB individuals;01-0102-F-5342046;0;0;0;Workers
19.10.1964;52;Male;ABB individuals;01-0102-F-5342095;0;0;0;Workers
09.07.1979;37;Male;ABB individuals;01-0165-F-5341636;0;0;0;Workers
26.07.1947;69;Female;ABB individuals;01-0165-F-5347007;0;0;0;Retired
08.04.1960;56;Female;ABB individuals;01-0102-F-5347693;0;0;0;Retired
28.11.1966;50;Female;ABB individuals;01-0102-F-5347700;0;0;0;Workers
26.09.1948;68;Female;ABB individuals;01-0165-F-5347452;0;0;0;Retired
10.05.1940;76;Male;ABB individuals;01-0165-F-5345879;0;0;0;Retired
25.01.1939;78;Male;ABB individuals;01-0102-F-5345935;0;0;0;Retired
11.04.1940;76;Female;ABB individuals;01-0102-F-5347126;0;0;0;Retired
04.07.1976;40;Male;ABB individuals;01-0165-F-5345967;0;0;0;Workers
23.03.1964;52;Female;ABB individuals;01-0102-F-5345975;0;0;0;Workers
01.08.1964;52;Male;ABB individuals;01-0102-F-5347561;0;0;0;Workers
21.04.1996;20;Female;ABB individuals;01-0102-F-5347615;0;0;0;Students
15.04.1966;50;Female;ABB individuals;01-0102-F-5346033;0;0;0;Workers
28.08.1946;70;Female;ABB individuals;01-0102-F-5345515;0;0;0;Retired
23.01.1979;38;Male;ABB individuals;01-0165-F-5345164;0;0;0;Workers
06.10.1972;44;Male;ABB individuals;01-0102-F-5345544;0;0;0;Workers
01.01.1950;67;Female;ABB individuals;01-0102-F-5345185;0;0;0;Retired
03.09.1991;25;Female;ABB individuals;01-0102-F-5346822;0;0;0;Workers
22.07.1994;22;Male;ABB individuals;01-0165-F-5346169;0;0;0;Students
22.06.1947;69;Male;ABB individuals;01-0165-F-5346904;0;0;0;Retired
11.07.1967;49;Female;ABB individuals;01-0102-F-5346907;1;0;0;Workers
13.02.1965;52;Male;ABB individuals;01-0165-F-5347311;0;0;0;Workers
26.10.1981;35;Female;ABB individuals;01-0102-F-5345241;0;0;0;Workers
19.08.1947;69;Female;ABB individuals;01-0102-F-5345257;0;0;0;Retired
02.01.1959;58;Female;ABB individuals;01-0102-F-5347357;0;0;0;Retired
20.10.1974;42;Female;ABB individuals;01-0102-F-5345296;0;0;0;Workers
13.07.1980;36;Female;ABB individuals;01-0165-F-5345733;0;0;0;Workers
25.02.1967;50;Male;ABB individuals;01-0102-F-5347674;0;0;0;Workers
01.12.1968;48;Female;ABB individuals;01-0102-F-5345763;1;0;0;Workers
05.11.1996;20;Male;ABB individuals;01-0102-F-5339861;0;0;0;Students
29.10.1973;43;Male;ABB individuals;01-0102-F-5339298;0;0;0;Workers
28.09.1980;36;Female;ABB individuals;01-0102-F-5339328;0;0;0;Workers
28.01.1938;79;Female;ABB individuals;01-0165-F-5339373;0;0;0;Retired
15.02.1934;83;Female;ABB individuals;01-0102-F-5339379;0;0;0;Retired
02.04.1983;33;Female;ABB individuals;01-0102-F-5339478;1;0;0;Workers
05.03.1938;78;Female;ABB individuals;01-0102-F-5339619;0;0;0;Retired
20.03.1971;45;Male;ABB individuals;01-0102-F-5339656;0;0;0;Workers
05.01.1963;54;Male;ABB individuals;01-0102-F-5340073;0;0;0;Workers
24.07.1979;37;Female;ABB individuals;01-0102-F-5340096;0;0;0;Workers
11.06.1932;84;Female;ABB individuals;01-0165-F-5339681;0;0;0;Retired
03.02.1969;48;Male;ABB individuals;01-0102-F-5339684;0;0;0;Workers
22.09.1971;45;Male;ABB individuals;01-0102-F-5339124;0;0;0;Workers
26.03.1938;78;Male;ABB individuals;01-0102-F-5339137;0;0;0;Retired
01.03.1965;52;Male;ABB individuals;01-0102-F-5339703;0;0;0;Workers
05.11.1983;33;Male;ABB individuals;01-0165-F-5340159;0;0;0;Workers
19.03.1942;74;Female;ABB individuals;01-0102-F-5339158;0;0;0;Retired
29.12.1934;82;Female;ABB individuals;01-0165-F-5339762;0;0;0;Retired
23.11.1977;39;Female;ABB individuals;01-0102-F-5339800;0;0;0;Workers
08.04.1958;58;Female;ABB individuals;01-0102-F-5321918;1;1;0;Retired
23.12.1981;35;Male;ABB individuals;01-0102-F-5333808;0;0;0;Workers
03.05.1983;33;Male;ABB individuals;01-0102-F-5339573;0;0;0;Workers
27.03.1951;65;Female;ABB individuals;01-0102-F-5319957;1;0;0;Retired
20.06.1974;42;Male;ABB individuals;01-0102-F-5334744;0;0;0;Workers
14.02.1983;34;Female;ABB individuals;01-0102-F-5344338;0;0;0;Workers
24.01.1982;35;Male;ABB individuals;01-0102-F-5330336;0;0;0;Workers
26.01.1969;48;Male;ABB individuals;01-0102-F-5345586;1;0;0;Workers
29.03.1984;32;Female;ABB individuals;01-0102-F-5330648;0;0;0;Workers
14.03.1952;64;Female;ABB individuals;01-0102-F-5322265;1;0;1;Retired
05.01.1980;37;Male;ABB individuals;01-0102-F-5340079;1;0;0;Workers
28.02.1962;55;Female;ABB individuals;01-0165-F-5322834;0;0;0;Retired
11.11.1943;73;Female;ABB individuals;01-0165-F-5347391;0;0;0;Retired
01.11.1928;88;Female;ABB individuals;01-0102-F-5339294;0;0;0;Retired
13.03.1954;62;Female;ABB individuals;01-0102-F-5320692;0;0;0;Retired
15.03.1987;29;Female;ABB individuals;01-0102-F-5336392;0;0;0;Workers
16.04.1980;36;Male;ABB individuals;01-0102-F-5344301;0;0;0;Workers
11.07.1979;37;Female;ABB individuals;01-0102-F-5330952;1;1;0;Workers
21.06.1985;31;Male;ABB individuals;01-0102-F-5329487;0;0;0;Workers
27.09.1979;37;Female;ABB individuals;01-0102-F-5347818;0;0;0;Workers
04.06.1992;24;Male;ABB individuals;01-0102-F-5347287;0;0;0;Students
06.04.1987;29;Female;ABB individuals;01-0102-F-5339216;0;0;0;Workers
31.10.1955;61;Male;ABB individuals;01-0102-F-5324057;1;0;0;Retired
05.12.1978;38;Female;ABB individuals;01-0165-F-5324372;0;0;0;Workers
09.08.1959;57;Female;ABB individuals;01-0102-F-5321417;0;0;1;Retired
24.03.1940;76;Female;ABB individuals;01-0102-F-5342507;0;0;0;Retired
14.04.1993;23;Female;ABB individuals;01-0102-F-5347821;0;0;0;Students
18.10.1961;55;Male;ABB individuals;01-0102-F-5345152;0;0;0;Workers
06.02.1986;31;Female;ABB individuals;01-0165-F-5329481;0;0;0;Workers
17.07.1951;65;Female;ABB individuals;01-0102-F-5323752;0;0;0;Retired
10.02.1952;65;Female;ABB individuals;01-0102-F-5321453;0;0;0;Retired
29.01.1951;66;Female;ABB individuals;01-0102-F-5321577;0;0;0;Retired
28.04.1938;78;Male;ABB individuals;01-0102-F-5339852;0;0;0;Retired
20.12.1930;86;Female;ABB individuals;01-0165-F-5330341;0;0;0;Retired
07.10.1979;37;Female;ABB individuals;01-0102-F-5342566;0;0;0;Workers
03.10.1955;61;Male;ABB individuals;01-0102-F-5323046;0;0;0;Retired
15.07.1935;81;Female;ABB individuals;01-0165-F-5337517;0;0;0;Retired
26.06.1940;76;Female;ABB individuals;01-0102-F-5345701;0;0;0;Retired
26.04.1974;42;Male;ABB individuals;01-0102-F-5328414;1;0;0;Workers
05.12.1951;65;Female;ABB individuals;01-0102-F-5324370;1;0;0;Retired
19.07.1985;31;Female;ABB individuals;01-0102-F-5331034;0;0;0;Workers
27.05.1982;34;Female;ABB individuals;01-0102-F-5344313;0;0;0;Workers
26.12.1950;66;Female;ABB individuals;01-0102-F-5320970;0;0;0;Retired
16.10.1957;59;Male;ABB individuals;01-0102-F-5345334;0;0;0;Workers
13.01.1991;26;Female;ABB individuals;01-0102-F-5330935;0;0;0;Workers
25.01.1953;64;Male;ABB individuals;01-0102-F-5321945;0;0;0;Retired
17.01.1953;64;Female;ABB individuals;01-0165-F-5321898;0;0;0;Retired
26.05.1956;60;Female;ABB individuals;01-0102-F-5319850;0;0;0;Retired
25.05.1976;40;Female;ABB individuals;01-0102-F-5340261;0;0;0;Workers
05.05.1981;35;Female;ABB individuals;01-0102-F-5347819;0;0;0;Workers
25.04.1936;80;Female;ABB individuals;01-0102-F-5334929;0;0;0;Retired
02.04.1964;52;Male;ABB individuals;01-0102-F-5321817;0;0;0;Workers
29.12.1988;28;Female;ABB individuals;01-0102-F-5341513;0;0;0;Premium
20.04.1956;60;Female;ABB individuals;01-0102-F-5324414;0;0;0;Retired
18.05.1988;28;Female;ABB individuals;01-0102-F-5346418;1;0;0;Workers
04.07.1984;32;Female;ABB individuals;01-0102-F-5330939;0;0;0;Workers
27.04.1978;38;Male;ABB individuals;01-0102-F-5346389;0;0;0;Workers
21.12.1981;35;Female;ABB individuals;01-0102-F-5337112;0;0;0;Workers
16.08.1982;34;Female;ABB individuals;01-0102-F-5321841;0;0;0;Workers
09.12.1963;53;Female;ABB individuals;01-0102-F-5328664;0;0;0;Workers
18.03.1992;24;Male;ABB individuals;01-0102-F-5341951;0;0;0;Students
24.06.1957;59;Male;ABB individuals;01-0102-F-5321815;0;0;0;Workers
10.06.1977;39;Male;ABB individuals;01-0102-F-5342006;0;0;0;Workers
12.03.1967;49;Female;ABB individuals;01-0102-F-5342517;0;0;0;Workers
14.07.1977;39;Female;ABB individuals;01-0102-F-5334931;1;0;0;Workers
15.02.1982;35;Female;ABB individuals;01-0102-F-5335809;0;0;0;Workers
27.04.1982;34;Female;ABB individuals;01-0102-F-5334932;0;0;0;Workers
29.08.1986;30;Female;ABB individuals;01-0165-F-5337652;0;0;0;Workers
24.12.1983;33;Female;ABB individuals;01-0165-F-5344336;0;0;0;Workers
14.10.1990;26;Male;ABB individuals;01-0102-F-5341683;0;0;0;Workers
25.09.1930;86;Female;ABB individuals;01-0165-F-5322267;0;0;0;Retired
10.12.1949;67;Female;ABB individuals;01-0165-F-5322049;0;0;0;Retired
18.10.1981;35;Female;ABB individuals;01-0102-F-5334032;0;0;0;Workers
14.08.1990;26;Female;ABB individuals;01-0000-F-5316567;1;1;1;Workers
15.03.1960;56;Female;ABB individuals;01-0165-F-5324091;1;1;0;Retired
24.10.1983;33;Female;ABB individuals;01-0165-F-5326753;0;0;0;Workers
06.12.1979;37;Female;ABB individuals;01-0165-F-5346234;0;0;0;Workers
08.02.1981;36;Female;ABB individuals;01-0165-F-5337536;0;0;0;Workers
06.08.1958;58;Male;ABB individuals;01-0165-F-5319986;1;0;0;Workers
24.06.1945;71;Female;ABB individuals;01-0165-F-5342345;0;0;0;Retired
17.03.1940;76;Female;ABB individuals;01-0165-F-5330591;1;0;0;Retired
29.01.1951;66;Male;ABB individuals;01-0165-F-5322180;0;0;0;Retired
24.08.1989;27;Male;ABB individuals;01-0102-F-5329281;0;0;0;Workers
24.07.1988;28;Male;ABB individuals;01-0102-F-5340033;0;0;0;Workers
02.09.1968;48;Female;ABB individuals;01-0102-F-5346413;1;0;0;Workers
03.01.1986;31;Female;ABB individuals;01-0102-F-5341493;0;0;0;Workers
12.09.1991;25;Female;ABB individuals;01-0102-F-5336385;0;0;0;Workers
18.06.1986;30;Female;ABB individuals;01-0102-F-5347839;0;0;0;Workers
02.03.1984;33;Male;ABB individuals;01-0165-F-5333980;0;0;0;Workers
16.01.1974;43;Male;ABB individuals;01-0102-F-5342105;0;0;0;Workers
28.10.1996;20;Female;ABB individuals;01-0102-F-5340176;0;0;0;Students
16.01.1949;68;Female;ABB individuals;01-0165-F-5322167;0;0;0;Retired
25.07.1963;53;Female;ABB individuals;01-0102-F-5327918;0;0;0;Workers
20.03.1937;79;Female;ABB individuals;01-0102-F-5329078;0;0;0;Retired
22.03.1974;42;Female;ABB individuals;01-0102-F-5330253;0;0;0;Workers
14.05.1970;46;Female;ABB individuals;01-0102-F-5323137;0;0;0;Workers
01.11.1955;61;Female;ABB individuals;01-0165-F-5323206;1;0;0;Retired
26.10.1967;49;Female;ABB individuals;01-0102-F-5328014;1;0;0;Workers
27.07.1978;38;Female;ABB individuals;01-0165-F-5329172;0;0;0;Workers
20.09.1935;81;Female;ABB individuals;01-0165-F-5329179;0;0;0;Retired
28.01.1934;83;Female;ABB individuals;01-0102-F-5330319;0;0;0;Retired
09.07.1950;66;Female;ABB individuals;01-0102-F-5323317;1;0;0;Retired
20.03.1956;60;Male;ABB individuals;01-0165-F-5329337;0;0;0;Retired
11.10.1948;68;Male;ABB individuals;01-0102-F-5323064;1;0;0;Retired
24.06.1966;50;Male;ABB individuals;01-0102-F-5323085;0;0;0;Workers
29.04.1992;24;Male;ABB individuals;01-0102-F-5329569;0;0;0;Students
07.12.1948;68;Female;ABB individuals;01-0102-F-5323087;0;0;0;Retired
24.05.1971;45;Female;ABB individuals;01-0102-F-5328437;0;0;0;Workers
23.03.1966;50;Female;ABB individuals;01-0102-F-5327427;0;0;0;Workers
01.01.1987;30;Female;ABB individuals;01-0165-F-5327434;0;0;0;Workers
05.05.1951;65;Female;ABB individuals;01-0102-F-5323352;0;0;0;Retired
21.03.1984;32;Male;ABB individuals;01-0102-F-5328660;0;0;0;Workers
06.05.1987;29;Male;ABB individuals;01-0102-F-5327639;0;0;0;Workers
16.12.1977;39;Male;ABB individuals;01-0102-F-5330010;0;0;0;Workers
28.03.1982;34;Male;ABB individuals;01-0165-F-5322996;0;0;0;Workers
01.12.1949;67;Male;ABB individuals;01-0102-F-5323775;0;0;0;Retired
20.07.1939;77;Female;ABB individuals;01-0102-F-5323787;1;0;0;Retired
21.01.1954;63;Female;ABB individuals;01-0102-F-5323820;1;0;0;Retired
21.01.1946;71;Male;ABB individuals;01-0165-F-5320787;0;0;0;Retired
06.12.1932;84;Female;ABB individuals;01-0102-F-5320765;0;0;0;Retired
03.07.1986;30;Male;ABB individuals;01-0102-F-5326092;0;0;0;Workers
17.04.1940;76;Female;ABB individuals;01-0165-F-5327157;0;0;0;Retired
07.11.1943;73;Female;ABB individuals;01-0102-F-5320985;0;0;0;Retired
18.07.1953;63;Male;ABB individuals;01-0165-F-5321044;0;0;0;Retired
17.08.1948;68;Female;ABB individuals;01-0102-F-5319762;0;0;0;Retired
19.12.1946;70;Female;ABB individuals;01-0102-F-5320706;1;0;0;Retired
15.06.1954;62;Female;ABB individuals;01-0102-F-5320830;1;0;0;Retired
26.01.1951;66;Male;ABB individuals;01-0165-F-5321290;0;0;0;Retired
01.01.1950;67;Female;ABB individuals;01-0102-F-5320955;0;0;0;Retired
23.03.1989;27;Male;ABB individuals;01-0102-F-5326165;0;0;0;Workers
10.03.1967;49;Male;ABB individuals;01-0165-F-5326026;0;0;0;Workers
05.12.1978;38;Female;ABB individuals;01-0102-F-5326064;0;0;0;Workers
10.02.1946;71;Female;ABB individuals;01-0102-F-5327119;0;0;0;Retired
27.04.1962;54;Female;ABB individuals;01-0102-F-5326211;0;0;0;Workers
31.01.1930;87;Female;ABB individuals;01-0165-F-5327177;0;0;0;Retired
09.08.1948;68;Female;ABB individuals;01-0102-F-5321220;1;0;0;Retired
07.08.1967;49;Male;ABB individuals;01-0102-F-5326368;0;0;0;Workers
15.08.1947;69;Female;ABB individuals;01-0102-F-5321098;1;0;0;Retired
01.11.1988;28;Female;ABB individuals;01-0102-F-5326558;0;0;0;Workers
12.07.1995;21;Female;ABB individuals;01-0102-F-5330431;0;0;0;Students
25.09.1976;40;Male;ABB individuals;01-0102-F-5327759;0;0;0;Workers
17.01.1979;38;Female;ABB individuals;01-0102-F-5328988;0;0;0;Workers
16.11.1990;26;Female;ABB individuals;01-0102-F-5330471;0;0;0;Workers
12.03.1968;48;Female;ABB individuals;01-0165-F-5327864;1;0;0;Workers
05.03.1990;26;Male;ABB individuals;01-0165-F-5329579;0;0;0;Workers
19.05.1926;90;Male;ABB individuals;01-0102-F-5327985;0;0;0;Retired
25.10.1927;89;Female;ABB individuals;01-0102-F-5328072;0;0;0;Retired
08.10.1970;46;Female;ABB individuals;01-0165-F-5328081;0;0;0;Workers
03.02.1985;32;Female;ABB individuals;01-0165-F-5329741;0;0;0;Workers
06.06.1976;40;Male;ABB individuals;01-0102-F-5329945;0;0;0;Workers
15.08.1984;32;Female;ABB individuals;01-0102-F-5330011;0;0;0;Workers
17.05.1973;43;Male;ABB individuals;01-0102-F-5330053;0;0;0;Workers
24.04.1979;37;Female;ABB individuals;01-0102-F-5328494;0;0;0;Workers
31.10.1980;36;Male;ABB individuals;01-0102-F-5327999;0;0;0;Workers
01.10.1941;75;Female;ABB individuals;01-0165-F-5328546;0;0;0;Retired
21.05.1994;22;Male;ABB individuals;01-0102-F-5328565;0;0;0;Students
19.06.1987;29;Male;ABB individuals;01-0165-F-5334531;0;0;0;Workers
14.11.1979;37;Male;ABB individuals;01-0102-F-5334543;0;0;0;Workers
02.08.1932;84;Male;ABB individuals;01-0165-F-5334553;0;0;0;Retired
17.07.1967;49;Female;ABB individuals;01-0102-F-5333874;0;0;0;Workers
01.01.1986;31;Female;ABB individuals;01-0165-F-5334419;0;0;0;Workers
28.04.1980;36;Female;ABB individuals;01-0102-F-5334804;0;0;0;Workers
01.01.1945;72;Male;ABB individuals;01-0165-F-5334015;0;0;0;Retired
03.08.1978;38;Male;ABB individuals;01-0102-F-5334028;0;0;0;Workers
16.02.1998;19;Female;ABB individuals;01-0165-F-5334050;0;0;0;Students
17.09.1990;26;Female;ABB individuals;01-0102-F-5333696;0;0;0;Workers
22.09.1977;39;Female;ABB individuals;01-0102-F-5336767;0;0;0;Workers
29.11.1975;41;Female;ABB individuals;01-0102-F-5336286;0;0;0;Workers
27.12.1985;31;Female;ABB individuals;01-0102-F-5336921;0;0;0;Workers
18.03.1983;33;Male;ABB individuals;01-0102-F-5336983;0;0;0;Workers
01.08.1935;81;Female;ABB individuals;01-0165-F-5337004;0;0;0;Retired
28.10.1979;37;Male;ABB individuals;01-0102-F-5336394;0;0;0;Workers
02.06.1970;46;Female;ABB individuals;01-0102-F-5337050;0;0;0;Workers
14.10.1971;45;Male;ABB individuals;01-0102-F-5337052;1;0;0;Workers
28.01.1975;42;Female;ABB individuals;01-0165-F-5336459;0;0;0;Workers
08.04.1977;39;Female;ABB individuals;01-0102-F-5335778;1;0;0;Workers
16.12.1938;78;Female;ABB individuals;01-0165-F-5336507;0;0;0;Retired
27.07.1973;43;Male;ABB individuals;01-0102-F-5336560;0;0;0;Workers
20.05.1967;49;Female;ABB individuals;01-0165-F-5336601;0;0;0;Workers
22.03.1979;37;Female;ABB individuals;01-0102-F-5336661;0;0;0;Workers
10.10.1969;47;Male;ABB individuals;01-0102-F-5343868;0;0;0;Workers
03.06.1960;56;Male;ABB individuals;01-0165-F-5343370;0;0;0;Workers
21.12.1989;27;Male;ABB individuals;01-0102-F-5343378;0;0;0;Workers
22.08.1994;22;Male;ABB individuals;01-0102-F-5343408;1;1;0;Students
25.04.1970;46;Female;ABB individuals;01-0165-F-5343412;0;0;0;Workers
15.05.1978;38;Male;ABB individuals;01-0102-F-5343418;0;0;0;Workers
18.06.1964;52;Male;ABB individuals;01-0102-F-5343994;1;0;0;Workers
18.01.1964;53;Male;ABB individuals;01-0102-F-5343480;0;0;0;Workers
03.09.1964;52;Male;ABB individuals;01-0102-F-5344009;0;0;0;Workers
17.07.1995;21;Female;ABB individuals;01-0165-F-5343563;0;0;0;Students
17.02.1962;55;Male;ABB individuals;01-0102-F-5343567;0;0;0;Workers
04.01.1986;31;Male;ABB individuals;01-0102-F-5343672;0;0;0;Workers
26.06.1996;20;Male;ABB individuals;01-0102-F-5343704;0;0;0;Students
09.07.1985;31;Male;ABB individuals;01-0102-F-5343713;0;0;0;Workers
03.08.1992;24;Female;ABB individuals;01-0165-F-5343724;0;0;0;Students
22.11.1979;37;Female;ABB individuals;01-0102-F-5344181;0;0;0;Workers
09.01.1962;55;Male;ABB individuals;01-0102-F-5343772;0;0;0;Workers
21.07.1990;26;Male;ABB individuals;01-0102-F-5343787;0;0;0;Workers
24.06.1980;36;Male;ABB individuals;01-0102-F-5344283;0;0;0;Workers
09.06.1967;49;Male;ABB individuals;01-0102-F-5341760;0;0;0;Workers
02.12.1993;23;Male;ABB individuals;01-0165-F-5342323;0;0;0;Students
16.02.1981;36;Female;ABB individuals;01-0102-F-5341778;0;0;0;Workers
27.11.1967;49;Male;ABB individuals;01-0102-F-5341394;0;0;0;Workers
30.11.1965;51;Male;ABB individuals;01-0102-F-5341403;0;0;0;Workers
13.03.1964;52;Male;ABB individuals;01-0102-F-5341528;0;0;0;Workers
02.05.1966;50;Male;ABB individuals;01-0165-F-5341534;0;0;0;Workers
18.08.1935;81;Female;ABB individuals;01-0165-F-5341608;0;0;0;Retired
12.04.1980;36;Female;ABB individuals;01-0102-F-5341609;0;0;0;Workers
22.10.1979;37;Male;ABB individuals;01-0102-F-5341649;1;0;0;Workers
18.05.1957;59;Female;ABB individuals;01-0102-F-5347022;0;0;0;Retired
05.08.1969;47;Female;ABB individuals;01-0102-F-5345358;0;0;0;Workers
14.11.1986;30;Female;ABB individuals;01-0102-F-5345361;0;0;0;Workers
27.03.1978;38;Female;ABB individuals;01-0165-F-5347069;0;0;0;Workers
14.08.1962;54;Female;ABB individuals;01-0102-F-5347515;0;0;0;Workers
07.12.1969;47;Female;ABB individuals;01-0102-F-5347538;0;0;1;Workers
23.09.1938;78;Female;ABB individuals;01-0102-F-5345449;1;0;0;Retired
21.03.1964;52;Male;ABB individuals;01-0165-F-5347125;0;0;0;Workers
10.01.1970;47;Male;ABB individuals;01-0165-F-5347168;0;0;0;Workers
08.12.1962;54;Female;ABB individuals;01-0165-F-5347262;0;0;0;Workers
28.05.1946;70;Female;ABB individuals;01-0102-F-5346088;1;0;0;Retired
21.01.1970;47;Female;ABB individuals;01-0102-F-5345174;1;0;0;Workers
16.06.1972;44;Female;ABB individuals;01-0165-F-5345554;0;0;0;Workers
25.12.1967;49;Female;ABB individuals;01-0102-F-5346837;0;0;0;Workers
19.11.1988;28;Male;ABB individuals;01-0102-F-5346183;0;0;0;Workers
12.05.1946;70;Male;ABB individuals;01-0102-F-5346880;0;0;0;Retired
29.04.1995;21;Male;ABB individuals;01-0102-F-5346198;0;0;0;Students
01.07.1996;20;Male;ABB individuals;01-0102-F-5347364;0;0;0;Students
24.06.1988;28;Female;ABB individuals;01-0102-F-5345740;0;0;0;Workers
07.01.1990;27;Male;ABB individuals;01-0165-F-5339260;0;0;0;Workers
10.03.1965;51;Male;ABB individuals;01-0102-F-5339914;1;0;0;Workers
05.11.1964;52;Male;ABB individuals;01-0102-F-5339929;0;0;1;Workers
04.10.1972;44;Female;ABB individuals;01-0102-F-5339407;0;0;0;Workers
14.03.1941;75;Female;ABB individuals;01-0102-F-5339971;0;0;0;Retired
23.01.1981;36;Female;ABB individuals;01-0165-F-5339976;0;0;0;Workers
21.04.1930;86;Female;ABB individuals;01-0165-F-5340011;0;0;0;Retired
25.03.1940;76;Female;ABB individuals;01-0102-F-5340012;0;0;0;Retired
23.07.1937;79;Male;ABB individuals;01-0165-F-5340019;0;0;0;Retired
02.06.1963;53;Female;ABB individuals;01-0102-F-5339572;0;0;0;Workers
18.10.1971;45;Female;ABB individuals;01-0102-F-5339608;0;0;0;Workers
29.05.1933;83;Male;ABB individuals;01-0102-F-5340110;0;0;0;Retired
07.09.1940;76;Male;ABB individuals;01-0102-F-5339171;0;0;0;Retired
16.04.1976;40;Female;ABB individuals;01-0102-F-5339754;0;0;0;Workers
08.12.1997;19;Male;ABB individuals;01-0102-F-5339758;0;0;0;Students
04.05.1940;76;Female;ABB individuals;01-0102-F-5339803;0;0;0;Retired
04.01.1936;81;Female;ABB individuals;01-0102-F-5339240;0;0;0;Retired
